ORF1,ORF2
YPR188C,YJR091C
YIL106W,YBR160W
YML064C,YGL221C
YNL330C,YIL035C
YIL059C,YCR099C
YKL212W,YBR017C
YNL189W,YDR044W
YPR046W,YER081W
YPL232W,YMR017W
YMR106C,YDL145C
YBR200W,YAL041W
YLR295C,YGL250W
YMR080C,YDR172W
YMR294W,YGR119C
YER029C,YDR318W
YNL275W,YKR052C
YJR022W,YGR158C
YBR295W,YBR135W
YPL016W,YIL061C
YNL002C,YLR074C
YKL008C,YBR290W
YNL014W,YJR068W
YMR047C,YDL066W
YNL007C,YDR171W
YKL065C,YDL015C
YIL131C,YGL130W
YLR127C,YFR036W
YER071C,YDR445C
YJR090C,YGR240C
YDR224C,YBR010W
YGR094W,YFR028C
YOR181W,YIR012W
YPR082C,YKR086W
YMR168C,YJR060W
YNL265C,YGR194C
YNR058W,YFR021W
YLR056W,YLL028W
YJR091C,YER125W
YGR282C,YDL047W
YLR372W,YDR456W
YMR223W,YBR081C
YGL127C,YEL038W
YJR060W,YGR140W
YDR388W,YDR037W
YLR295C,YDR319C
YGL192W,YBR057C
YPL242C,YLR229C
YJR144W,YIL131C
YKL068W,YDR034C
YOR244W,YJL098W
YLR237W,YFL062W
YPR172W,YKR010C
YPL014W,YBR135W
YOR344C,YOL108C
YNR052C,YMR025W
YLR447C,YGL096W
YMR047C,YKL088W
YPR115W,YMR304W
YNL012W,YHR145C
YGL099W,YBR267W
YKL154W,YDR292C
YGL175C,YCR086W
YMR117C,YFL008W
YDR477W,YDR422C
YLR423C,YJL117W
YLR017W,YIL061C
YLR309C,YDL029W
YMR039C,YER022W
YOR359W,YDR335W
YML109W,YHR149C
YDR395W,YDR132C
YNR030W,YBR231C
YMR308C,YLR293C
YLL026W,YBR155W
YHR066W,YDL031W
YNL054W,YBL104C
YPR086W,YLR294C
YDR201W,YDR150W
YOL113W,YAL016W
YPR190C,YER142C
YPL138C,YBR175W
YML064C,YDR110W
YGL173C,YCR077C
YLL011W,YDR188W
YGL198W,YDL226C
YOL148C,YLR055C
YNL110C,YHR052W
YPR171W,YHR016C
YPR182W,YLR424W
YNL232W,YIR035C
YDR034C,YCR057C
YMR025W,YGR120C
YPL032C,YLR429W
YER133W,YDR130C
YEL017W,YDL024C
YOL110W,YLR246W
YKR006C,YHL045W
YNL189W,YHR068W
YMR047C,YJR141W
YNL088W,YLR154C
YLR384C,YGR200C
YML042W,YDR244W
YPL242C,YML064C
YMR304W,YER112W
YGL200C,YDR297W
YGL044C,YDR098C
YOR160W,YOL004W
YGR268C,YBL007C
YLR293C,YGL238W
YMR076C,YFR027W
YKR039W,YBR054W
YLR127C,YKL022C
YPL049C,YNL189W
YBR205W,YBL007C
YOR076C,YGL213C
YJR091C,YGL046W
YPL070W,YOR284W
YDR032C,YBR109C
YKL039W,YDL017W
YJR035W,YBL015W
YLR109W,YDR369C
YOL135C,YNL189W
YGL105W,YBR217W
YOR114W,YCR107W
YGL137W,YDL160C
YOR181W,YLR081W
YJL124C,YIL042C
YJR091C,YBR067C
YKR026C,YAL002W
YOR061W,YIL035C
YPR156C,YBR110W
YMR173W,YBR101C
YKL173W,YBR152W
YKL210W,YER100W
YJR090C,YDL132W
YMR250W,YJL124C
YFR036W,YBL084C
YPR173C,YLR181C
YOR262W,YJR072C
YJL069C,YDR449C
YMR047C,YJL041W
YLR134W,YJR090C
YDL054C,YAL007C
YPR028W,YHR140W
YGL208W,YDR477W
YBR288C,YBR014C
YPR085C,YOR128C
YDL058W,YBR009C
YNL293W,YDR099W
YOR187W,YER022W
YGR094W,YBR109C
YMR052W,YJL184W
YKL129C,YBR160W
YHR041C,YBR198C
YPR105C,YGL153W
YGR146C,YDR318W
YNL116W,YGR144W
YOR061W,YBR094W
YKR081C,YDL031W
YDR388W,YDR386W
YOR076C,YNL232W
YNL232W,YHR069C
YKR081C,YER126C
YPL169C,YKL214C
YDR385W,YBR068C
YOR231W,YIL014W
YMR117C,YGR130C
YHR105W,YBR205W
YOR164C,YDL100C
YOL044W,YFL041W
YMR112C,YER022W
YGL091C,YBR141C
YMR268C,YER146W
YGR269W,YDL071C
YOL086C,YAL029C
YER127W,YDR299W
YER136W,YER031C
YMR106C,YML020W
YJR076C,YGL049C
YHR086W,YDR432W
YLR006C,YCR073C
YLR438W,YLL019C
YOR304W,YBL002W
YNR016C,YIL061C
YJR091C,YJR058C
YER063W,YDL084W
YPL204W,YBR225W
YLR288C,YIR009W
YOL069W,YGR238C
YHR114W,YGL030W
YFL038C,YBR205W
YDR440W,YBL026W
YPL126W,YHR196W
YIL034C,YBR173C
YOR158W,YHL004W
YJL033W,YAL043C
YIL035C,YDR225W
YLR015W,YKL018W
YNL092W,YJR097W
YPR046W,YJR135C
YPR201W,YOR016C
YGR229C,YER167W
YIL171W,YAL018C
YMR093W,YHR052W
YKL056C,YKL011C
YLR131C,YBR160W
YKL018W,YER133W
YOR076C,YLR398C
YPR141C,YPL253C
YGR090W,YGL019W
YKR054C,YDL181W
YKL079W,YIL159W
YOR349W,YFL037W
YML008C,YDL089W
YOR212W,YHR033W
YHR114W,YCR044C
YOL090W,YAR007C
YDR456W,YCR075C
YJR101W,YHL004W
YBR084W,YBL032W
YGR068C,YGL019W
YKL068W,YBR123C
YPR120C,YPL269W
YLR290C,YLR288C
YNL239W,YHL002W
YBR251W,YBR146W
YGL185C,YBL026W
YLR116W,YBR172C
YLR163C,YHR069C
YOR261C,YLR035C
YER126C,YER083C
YNL285W,YJR091C
YDR311W,YBR286W
YFL005W,YER136W
YJL092W,YIR009W
YEL055C,YDL213C
YGL162W,YBR112C
YOL090W,YMR201C
YCR061W,YCR010C
YGR169C,YFL022C
YML121W,YLR377C
YKL065C,YBR110W
YOL108C,YNR064C
YER142C,YAL035W
YGR041W,YDR119W
YOR254C,YHL048W
YLR386W,YJR091C
YDR523C,YDL029W
YOR046C,YDL011C
YML075C,YBR159W
YPL076W,YEL063C
YLR196W,YIL035C
YMR264W,YGL104C
YOR212W,YDR103W
YMR236W,YEL009C
YDR022C,YBR217W
YPL211W,YNL226W
YHR135C,YDR264C
YOR098C,YDL229W
YLR452C,YDL180W
YOR323C,YOL090W
YJL005W,YGR233C
YMR001C,YDR229W
YKR014C,YGL161C
YJR072C,YBR198C
YMR049C,YFR028C
YPL259C,YLR328W
YPL042C,YER022W
YJL080C,YHR005C
YHR107C,YBR130C
YLR018C,YDR331W
YOR374W,YHR026W
YKL065C,YEL002C
YML046W,YBR119W
YPR041W,YGR162W
YJL138C,YBL039C
YPL240C,YJR045C
YGL128C,YAL032C
YIL147C,YDL145C
YMR186W,YBR155W
YOR332W,YOR270C
YPL235W,YAL010C
YMR147W,YCL055W
YJR066W,YER040W
YGR162W,YDL051W
YPL219W,YJR091C
YDR389W,YBR160W
YGR054W,YBL002W
YPL125W,YGL172W
YKL135C,YHR068W
YJL129C,YGR060W
YNR029C,YJL065C
YDR123C,YBR160W
YEL026W,YDR060W
YDR331W,YAR028W
YLR423C,YKR083C
YPL174C,YHR129C
YIL022W,YGL027C
YLR298C,YHR086W
YHR167W,YCL011C
YDL140C,YBR236C
YLR197W,YDL014W
YGR274C,YBR198C
YNL189W,YEL046C
YOR285W,YHR136C
YKL085W,YCR005C
YLR370C,YGR240C
YMR152W,YLR295C
YPR069C,YGL237C
YMR116C,YGR145W
YLR293C,YBR017C
YGL127C,YDR479C
YOR184W,YGR218W
YOR264W,YIR009W
YNL182C,YLR447C
YGR285C,YBR158W
YOR016C,YBR183W
YGL098W,YEL017W
YML064C,YGR144W
YOL135C,YGL151W
YKL008C,YBR159W
YKR085C,YBL038W
YMR294W,YHR129C
YNL323W,YJR132W
YHR016C,YGL181W
YER112W,YDL145C
YHR161C,YGR167W
YPL111W,YFL012W
YNL005C,YGR220C
YPL076W,YGR260W
YPR010C,YJL076W
YGL229C,YBR109C
YOL133W,YLR289W
YOR125C,YDR243C
YNL330C,YNL251C
YGR098C,YDR113C
YJL065C,YDL012C
YLR295C,YLR155C
YLR034C,YKL065C
YNL004W,YIL079C
YPL070W,YLR245C
YCL027W,YBL071C
YML099C,YML014W
YOR335C,YNL244C
YOR027W,YMR186W
YMR010W,YDR533C
YOR130C,YNR002C
YGR047C,YGL254W
YMR048W,YER063W
YNL172W,YFR036W
YEL063C,YBR106W
YER112W,YCR077C
YOR136W,YGL208W
YNL189W,YGR144W
YJR117W,YCR061W
YLR295C,YER157W
YKR048C,YBL002W
YDR306C,YDL132W
YIL016W,YGR260W
YLR403W,YKL139W
YPL203W,YKL166C
YPR093C,YLR368W
YPR163C,YLR155C
YGL061C,YGL036W
YPR028W,YNL048W
YKL065C,YGR260W
YLL048C,YBR036C
YML123C,YJR091C
YKR068C,YDR407C
YLR035C,YJR091C
YPR079W,YPL162C
YPL093W,YOR074C
YKR001C,YDR097C
YPR192W,YDR331W
YMR261C,YBR126C
YKR087C,YJR091C
YNL185C,YDR237W
YGR090W,YER142C
YKL058W,YGL016W
YKL022C,YGR225W
YDR516C,YCL040W
YGL200C,YGL051W
YNL280C,YDL153C
YLR372W,YCL025C
YLR074C,YJR144W
YGR040W,YDR103W
YNL094W,YDR162C
YGR206W,YER036C
YML109W,YFL007W
YNL189W,YJR010W
YPL151C,YDR188W
YML064C,YGL245W
YMR047C,YAR002W
YGR123C,YER045C
YLR288C,YJL084C
YNR019W,YBR159W
YHR026W,YGR284C
YFL048C,YAL010C
YHR177W,YGL181W
YNL041C,YDR229W
YDR284C,YBR298C
YMR203W,YHR003C
YJL143W,YJL064W
YNL251C,YNL016W
YOL069W,YMR294W
YOL132W,YNL055C
YNL218W,YJL030W
YPR050C,YJR091C
YJR030C,YJL158C
YNR037C,YHL004W
YLR044C,YIL038C
YNL244C,YLR192C
YML121W,YGR163W
YLR425W,YBR160W
YOR023C,YLR424W
YOL031C,YJR022W
YIR005W,YGL174W
YPL011C,YCR093W
YOR257W,YDR356W
YNR031C,YGL237C
YMR215W,YBR283C
YNL006W,YHR186C
YLR249W,YGL190C
YIL038C,YGR134W
YHR140W,YBR110W
YPL076W,YJL117W
YNL093W,YGL198W
YIR034C,YGL153W
YKL222C,YJL208C
YOR244W,YJL081C
YMR264W,YEL063C
YDR235W,YDL087C
YNL113W,YDL017W
YPR201W,YLR171W
YPR086W,YBR014C
YPL138C,YDR034C
YHR133C,YCR034W
YLL048C,YHR007C
YNL182C,YIL046W
YPL031C,YGL215W
YOL063C,YGR249W
YLR362W,YDR103W
YPR037C,YDL100C
YNL233W,YBL061C
YJR117W,YCL025C
YMR052W,YLR200W
YNL321W,YBR160W
YPL093W,YNL061W
YHR122W,YHR094C
YEL032W,YBR202W
YKL154W,YBR183W
YOR314W,YJR091C
YER158C,YBR160W
YHR023W,YGR059W
YMR059W,YLR027C
YOR181W,YFR024C
YPL177C,YGR184C
YEL063C,YBL040C
YER155C,YAR014C
YPR066W,YPL003W
YGL187C,YDL067C
YNL244C,YDR429C
YMR106C,YEL030W
YKL054C,YCR079W
YMR057C,YIR005W
YJR091C,YBR066C
YDL049C,YCR046C
YPR086W,YDL171C
YKL068W,YBL079W
YPL204W,YBL051C
YBR159W,YAR028W
YNL245C,YIL046W
YDL232W,YCL025C
YJR121W,YBR039W
YML117W,YDR172W
YGL063W,YBR109C
YMR196W,YDL047W
YJR083C,YHR016C
YOL020W,YLR066W
YMR263W,YER052C
YHL048W,YDL015C
YPL127C,YDR386W
YGL256W,YER133W
YKL185W,YBR160W
YMR308C,YLR347C
YGR107W,YEL005C
YOR145C,YLR295C
YJR007W,YER133W
YMR035W,YLR368W
YLR315W,YDR383C
YOR020C,YBL056W
YHL035C,YBR160W
YGR220C,YCR030C
YPL181W,YBR112C
YPL181W,YGR252W
YGR172C,YDL226C
YOL006C,YMR012W
YGL261C,YER022W
YIL028W,YHR022C
YPL204W,YLR182W
YMR264W,YGL083W
YOL100W,YBR160W
YOR098C,YHR068W
YJR091C,YGL157W
YHR019C,YGL106W
YNL265C,YGR095C
YNL308C,YNL175C
YPR054W,YOR299W
YJL187C,YHR158C
YNL107W,YKL008C
YKL150W,YFR028C
YKL011C,YEL024W
YNL237W,YLL028W
YKL154W,YGR289C
YLR074C,YHR179W
YIL046W,YBR270C
YGR284C,YDL015C
YGR120C,YFR002W
YOR204W,YDR192C
YPR182W,YER029C
YOR297C,YJL054W
YER118C,YDL226C
YNL132W,YGR054W
YNL110C,YGL111W
YPR072W,YBR198C
YOR379C,YLR447C
YLR376C,YKR034W
YGR261C,YBR288C
YKL022C,YDL008W
YHR077C,YBR270C
YPL049C,YDL239C
YJL117W,YEL063C
YNL236W,YGL238W
YDR127W,YBR217W
YBR159W,YBR054W
YPR119W,YNR022C
YPR154W,YPR112C
YOR037W,YDR450W
YHR033W,YDL225W
YPL115C,YGR261C
YOR264W,YKL146W
YJR054W,YBR160W
YMR059W,YER091C
YLR398C,YGL213C
YER140W,YDL054C
YNL160W,YDR105C
YNL313C,YIL094C
YPL201C,YER062C
YLR368W,YHR106W
YMR047C,YKL079W
YER081W,YDR005C
YPR105C,YIL144W
YNL199C,YIL061C
YJR091C,YJL110C
YLR074C,YDR155C
YPL124W,YDL239C
YBR160W,YBL105C
YER107C,YDR300C
YJR091C,YIL096C
YPR086W,YGL145W
YLR372W,YDR331W
YKR066C,YER017C
YPL140C,YJR091C
YLL023C,YIL016W
YHR033W,YDL200C
YOL087C,YDR429C
YJR073C,YBR109C
YGL106W,YBR109C
YJR091C,YCR094W
YLR241W,YHR034C
YOL069W,YJR112W
YPL043W,YNL061W
YGR246C,YBR123C
YML032C,YER073W
YNL078W,YBR034C
YNL189W,YER009W
YJR010C-A,YJL196C
YMR047C,YDL065C
YOR061W,YGR103W
YOR106W,YMR197C
YPL174C,YOR039W
YKL092C,YIL117C
YNL202W,YBR109C
YJL014W,YGL190C
YJL033W,YCR057C
YNL314W,YIR023W
YBR211C,YBR107C
YNL161W,YNL007C
YDR155C,YBR103W
YLR292C,YHR092C
YOR304W,YBR245C
YOR272W,YDL235C
YOR181W,YBL007C
YPR086W,YDR429C
YNL189W,YGR264C
YGR257C,YER118C
YPL204W,YDL060W
YPL107W,YLR373C
YOL086C,YML085C
YOR264W,YCR086W
YOL094C,YLL026W
YML065W,YBR160W
YKL068W,YDR395W
YLR092W,YJR091C
YMR153W,YER105C
YDR348C,YDL114W
YPL093W,YKL068W
YFL030W,YDL101C
YPR119W,YKR048C
YGR245C,YDR101C
YJR017C,YDR343C
YOL081W,YMR139W
YOR181W,YFR052W
YOR098C,YMR159C
YHR114W,YCR035C
YIL016W,YHR133C
YER117W,YDR361C
YOR037W,YLR268W
YLL043W,YBR159W
YHR110W,YCR098C
YJR091C,YAL012W
YLR196W,YLR074C
YNL132W,YBR247C
YPR128C,YMR306W
YLR295C,YJL078C
YER146W,YER131W
YLR035C,YGR165W
YLR362W,YGR040W
YMR059W,YDR085C
YMR215W,YBR110W
YPR016C,YMR290C
YKL155C,YBR251W
YOR161C,YEL063C
YGL051W,YBR283C
YMR058W,YML048W
YLR291C,YEL051W
YNL061W,YGL019W
YIL061C,YBR119W
YPL255W,YML064C
YNL128W,YIL149C
YJR043C,YDL102W
YNL244C,YGR232W
YLR386W,YIL054W
YPR086W,YKL058W
YDR386W,YDL208W
YLR295C,YGR285C
YPR120C,YJL048C
YOR098C,YJR132W
YGL075C,YBR160W
YOR040W,YNL092W
YJL014W,YGL116W
YLR335W,YDR335W
YOR067C,YNL130C
YPL146C,YOL115W
YLR127C,YLR102C
YGR139W,YDL085W
YOR181W,YCR009C
YLR304C,YIL007C
YOR362C,YFL017C
YMR149W,YDL212W
YIL095W,YCR088W
YMR149W,YBR159W
YJL124C,YCR077C
YLR390W,YDR145W
YIL046W,YDR095C
YJL008C,YAL041W
YHR032W,YDL012C
YMR215W,YGR284C
YLR147C,YDR378C
YMR047C,YDR148C
YNL102W,YBR160W
YNL036W,YIR009W
YHR005C,YBR128C
YNL130C,YER039C
YPL024W,YDR311W
YGR151C,YDR413C
YCR099C,YBL059W
YJR082C,YFL002C
YLR135W,YGR033C
YGR252W,YDR167W
YMR061W,YJR093C
YLR213C,YIL061C
YPL204W,YNL118C
YGL027C,YER022W
YPL093W,YIL035C
YML132W,YML129C
YNL018C,YBR270C
YLR241W,YBR234C
YHR110W,YBR069C
YNL317W,YJL033W
YML085C,YCL029C
YDR507C,YBR125C
YML064C,YGR066C
YPR020W,YBL099W
YOR264W,YGL153W
YJR069C,YDR192C
YFL028C,YAL021C
YIL063C,YGR218W
YLR074C,YDR496C
YDR479C,YDR018C
YNL106C,YCR088W
YOR049C,YCR034W
YPL256C,YJR090C
YFR024C-A,YBL007C
YML036W,YGR262C
YGR262C,YDR394W
YGL194C,YBR103W
YDR510W,YDR446W
YDR507C,YCR002C
YOR334W,YER022W
YOL068C,YKR029C
YNL127W,YAL016W
YPR025C,YPR016C
YLR118C,YJR091C
YJR091C,YEL008W
YOR110W,YCR093W
YDL208W,YDL014W
YGR172C,YCR033W
YGR295C,YBR159W
YNL054W,YCL027W
YML064C,YKL080W
YPR019W,YDR143C
YML130C,YLR342W
YNL086W,YGR120C
YOL113W,YGL185C
YGR152C,YBR207W
YHR140W,YCR034W
YLR453C,YJR121W
YPL215W,YCL058C
YKL085W,YBR055C
YML109W,YDL042C
YMR306W,YBR036C
YJL141C,YDR453C
YFR046C,YDR034C
YLR190W,YDR429C
YGL051W,YDL054C
YOR315W,YLR447C
YHR023W,YFL039C
YDL017W,YCR050C
YKR029C,YGL194C
YLR453C,YDR433W
YNL014W,YKL011C
YML077W,YBR093C
YEL063C,YBR159W
YPL132W,YBR290W
YOR035C,YBR109C
YOR078W,YCR057C
YLR291C,YIL131C
YKL189W,YFL016C
YER006W,YDL060W
YPL222W,YDL145C
YGR175C,YDR086C
YML015C,YBR198C
YKL068W,YDR101C
YML116W,YBL107C
YER082C,YBR247C
YPL012W,YBR247C
YPR119W,YHR035W
YOL022C,YER022W
YPL256C,YKL092C
YIL144W,YFR031C
YIL162W,YDL100C
YLR015W,YBR175W
YDL171C,YDL047W
YPL211W,YKR081C
YHR114W,YEL017W
YHL030W,YBR017C
YPL164C,YMR167W
YKR101W,YCL027W
YGL079W,YDR357C
YHR216W,YER161C
YER007C-A,YDR326C
YJL164C,YIL033C
YJR022W,YDR378C
YPL124W,YLR291C
YNL319W,YMR047C
YKL012W,YDL087C
YNL271C,YFL039C
YGR219W,YBR061C
YER125W,YDR343C
YJR121W,YDL004W
YML064C,YLR423C
YMR215W,YKL006C-A
YJL138C,YGR162W
YKL154W,YGR260W
YNL236W,YGR274C
YPL070W,YDR321W
YKR068C,YGR166W
YJR035W,YEL030W
YOR056C,YDL060W
YNR016C,YDL225W
YHR088W,YGL111W
YPL095C,YGL198W
YER157W,YDL005C
YPL240C,YLR216C
YLR175W,YGR162W
YNL204C,YMR047C
YHR204W,YGL030W
YMR001C,YFL008W
YHR030C,YBR018C
YML048W,YLL023C
YLL006W,YCR034W
YLR015W,YHR119W
YKL152C,YHR165C
YPL140C,YDL029W
YPL240C,YDR328C
YOR266W,YNL307C
YNL189W,YJR056C
YFR028C,YER133W
YNL265C,YML071C
YOR061W,YGR090W
YMR186W,YLR362W
YHL004W,YDL100C
YLR117C,YER013W
YER112W,YER029C
YMR021C,YGR144W
YNL094W,YHR114W
YJR058C,YJR005W
YPL237W,YKR026C
YPL237W,YJR007W
YHR005C,YDL100C
YOR181W,YCL034W
YPL004C,YLR186W
YDL044C,YDL030W
YOL006C,YMR233W
YLR018C,YBR290W
YLR394W,YDR285W
YOL094C,YGL234W
YCR002C,YCL024W
YNL092W,YHR081W
YER032W,YDR195W
YOR016C,YJR010C-A
YPR016C,YOR080W
YJR006W,YDL102W
YLR372W,YDR414C
YKR020W,YDR027C
YKL056C,YER063W
YNL201C,YGL054C
YKL085W,YER054C
YGR260W,YBR159W
YDR328C,YBR280C
YGR221C,YAL041W
YKL021C,YGR103W
YMR049C,YHR066W
YPL159C,YLR423C
YPL073C,YER061C
YLR037C,YKL130C
YPL250C,YBR160W
YPR029C,YPL259C
YHR135C,YGR155W
YLR295C,YIL020C
YIR001C,YAL035W
YOR242C,YDR007W
YCR084C,YBR009C
YMR061W,YJL033W
YOR264W,YKL114C
YJR091C,YBR074W
YJR091C,YGR064W
YOR272W,YNL230C
YDR162C,YDL006W
YJR068W,YGL234W
YFR036W,YDL008W
YDL239C,YAL028W
YNL298W,YML109W
YOR185C,YBR017C
YMR240C,YER172C
YPL151C,YMR240C
YOR266W,YEL019C
YER022W,YDR448W
YMR236W,YGL112C
YLR432W,YDL213C
YGR074W,YBR043C
YOL126C,YIL128W
YOL123W,YDR023W
YLR291C,YJL199C
YNL291C,YHR132C
YDL040C,YAL009W
YBR251W,YBL090W
YKL145W,YGR232W
YHR133C,YFL041W
YHR084W,YCL066W
YNR053C,YGR245C
YOR079C,YGR295C
YHR152W,YHR128W
YIL063C,YHR011W
YML064C,YBR281C
YJR066W,YFL021W
YMR213W,YDL209C
YLL061W,YBR110W
YJL124C,YBR274W
YNL334C,YFL059W
YCL025C,YBR106W
YCL014W,YBL038W
YGR040W,YDR480W
YNL146W,YER031C
YOR204W,YDL175C
YDR308C,YCL032W
YLR115W,YAL043C
YMR238W,YHR061C
YGL127C,YDR308C
YLR439W,YGR091W
YGL112C,YDR167W
YOR276W,YOL139C
YPR104C,YDR174W
YER038C,YDR034C
YKL110C,YGL230C
YHR042W,YAL067C
YNL101W,YML048W
YLR063W,YGR126W
YPR192W,YBR106W
YHR142W,YGR284C
YGR103W,YDL031W
YMR047C,YHL003C
YOL077C,YMR049C
YLR342W,YKR068C
YHR135C,YHR112C
YKL119C,YFR014C
YLR264W,YER112W
YDL014W,YBR247C
YJR140C,YJL115W
YNR002C,YGL027C
YHR140W,YER026C
YOR038C,YBL008W
YBR126C,YBL023C
YHL004W,YDR041W
YNL172W,YBL084C
YML048W,YGR295C
YLL006W,YHR094C
YNL218W,YGR010W
YHR114W,YDR042C
YLR337C,YDL185W
YLR359W,YBR276C
YER176W,YER122C
YLR394W,YDL154W
YHR102W,YDL217C
YMR059W,YBL015W
YMR236W,YDR176W
YOR080W,YEL032W
YPL204W,YGR155W
YDR331W,YCR034W
YMR226C,YDL101C
YOR008C,YJR091C
YKL165C,YBR159W
YER022W,YCR082W
YLR411W,YDL015C
YLR009W,YJR091C
YOL012C,YBR114W
YMR287C,YKL108W
YLR192C,YDR429C
YPL226W,YDR142C
YOR276W,YER027C
YER005W,YDR414C
YML035C,YLR465C
YML034W,YLR295C
YNL044W,YML064C
YMR199W,YJR090C
YMR096W,YFL059W
YHR128W,YFR028C
YOL004W,YKL072W
YLR080W,YGR224W
YOR239W,YOR232W
YKR030W,YFR024C
YMR316C-B,YDL089W
YLL011W,YJR064W
YOL135C,YFR008W
YLR106C,YLR074C
YJR104C,YHR135C
YMR200W,YBR109C
YDR188W,YAL021C
YMR047C,YIL055C
YDR384C,YBR199W
YOR061W,YDL195W
YPL164C,YNL128W
YLR113W,YDR359C
YNL185C,YDR116C
YOL087C,YBR039W
YDR174W,YAL027W
YNR035C,YBR234C
YKR032W,YHR114W
YKR060W,YGR090W
YOR299W,YLR108C
YOR023C,YDL030W
YLR340W,YBR009C
YLR097C,YDR328C
YMR047C,YLR196W
YGR134W,YER068W
YMR168C,YGR179C
YPR003C,YFL048C
YDR449C,YCL059C
YPR105C,YHR060W
YDL179W,YBL045C
YDL054C,YBR106W
YMR047C,YCR008W
YHR188C,YDL192W
YDR297W,YBR290W
YLR147C,YHR030C
YMR005W,YBR160W
YPL146C,YAL026C
YOL051W,YCR081W
YOL133W,YEL034W
YOR206W,YNL061W
YNL103W,YNL084C
YPL248C,YGL048C
YLR454W,YEL061C
YOR207C,YIL046W
YER133W,YAR014C
YPR193C,YPL070W
YGR234W,YBR155W
YHR107C,YHR061C
YPL256C,YPL049C
YPR135W,YOR080W
YHL008C,YER146W
YLL028W,YAR033W
YNR012W,YJR056C
YOL086C,YAL059W
YPL234C,YEL063C
YER133W,YER054C
YML064C,YHR198C
YLR372W,YGR260W
YMR290C,YGR040W
YMR226C,YDR362C
YJL090C,YHR144C
YJR090C,YBL002W
YLR074C,YGR245C
YGL198W,YBR264C
YLR288C,YGL189C
YKL010C,YBR082C
YMR078C,YLL040C
YNR053C,YER126C
YHR123W,YGR060W
YMR215W,YDR331W
YOR016C,YOL132W
YPR041W,YNL029C
YML109W,YDR227W
YGL051W,YBR290W
YER129W,YBR160W
YER103W,YDR068W
YLR347C,YEL054C
YBR193C,YBL093C
YJL124C,YDL160C
YNL085W,YKR026C
YGL061C,YDR529C
YDR443C,YDL165W
YOL058W,YNL189W
YJL124C,YER112W
YNL092W,YDR259C
YLR433C,YDR388W
YPL028W,YPL026C
YNL189W,YGL166W
YOR319W,YML049C
YNL093W,YJL164C
YGR292W,YDL104C
YML074C,YIL061C
YKL126W,YDL226C
YNL110C,YCL054W
YFL024C,YDR359C
YPR110C,YDR216W
YOR181W,YDR129C
YOL041C,YLR074C
YKL008C,YEL002C
YLR345W,YGR158C
YOL115W,YBR251W
YGR092W,YBR126C
YOR181W,YDL161W
YMR145C,YBR017C
YOR317W,YBR239C
YOL108C,YBR009C
YGR253C,YBR109C
YOL132W,YBR159W
YGL092W,YDL116W
YOR299W,YMR293C
YOL115W,YIL079C
YNL045W,YNL028W
YLR427W,YDL131W
YIL079C,YDR432W
YGR274C,YER148W
YJR063W,YFR028C
YOR370C,YOR098C
YDR309C,YDR116C
YMR112C,YBL093C
YJL041W,YDR322W
YNL189W,YHR099W
YDR331W,YDR297W
YJR010C-A,YBR069C
YPL070W,YBR160W
YLR295C,YDR007W
YMR157C,YMR047C
YLR254C,YEL013W
YMR240C,YER029C
YJR091C,YIL065C
YOL041C,YLR427W
YOL133W,YGR240C
YOL112W,YLL021W
YPR086W,YOL070C
YFL039C,YDR129C
YMR159C,YGR097W
YJL138C,YGL049C
YML048W,YBR298C
YMR059W,YER009W
YOR173W,YHR152W
YER125W,YDL101C
YOR368W,YNL094W
YPL001W,YEL056W
YNL258C,YFR051C
YPL209C,YBR010W
YHR169W,YCR057C
YIL144W,YDR201W
YGL212W,YAL047C
YHR013C,YDL040C
YJR022W,YGR091W
YPR017C,YJR022W
YOR185C,YMR235C
YLR074C,YLL050C
YOR043W,YDR061W
YGR262C,YBR080C
YLR338W,YAL032C
YGR262C,YDL097C
YDR099W,YDR062W
YLR425W,YBR011C
YPR086W,YGR291C
YMR077C,YML015C
YMR024W,YGR091W
YMR094W,YGR140W
YJL004C,YDL199C
YER177W,YDR099W
YHL042W,YGL042C
YDR225W,YDR224C
YPL076W,YJR010C-A
YKL095W,YJL138C
YBR265W,YBR126C
YOR128C,YHR045W
YPL093W,YMR049C
YPR193C,YEL042W
YMR319C,YLR427W
YGL058W,YDR224C
YOL130W,YGL024W
YOR080W,YBR247C
YJL110C,YER112W
YLR096W,YGR238C
YMR139W,YKR048C
YJR007W,YCR053W
YML030W,YJR093C
YMR049C,YER006W
YNL263C,YBR264C
YPL161C,YGL126W
YMR290C,YBR278W
YJR022W,YHR089C
YOR196C,YBL023C
YGL207W,YDR247W
YOR061W,YER161C
YER082C,YDR188W
YLR324W,YGR004W
YER082C,YDR293C
YMR116C,YGL120C
YPR171W,YBR187W
YNL018C,YGR082W
YPR111W,YHR193C
YPL213W,YIL125W
YMR319C,YIL061C
YNR053C,YHR165C
YDR259C,YBR198C
YOL132W,YBR207W
YNL230C,YEL030W
YKR001C,YBL002W
YNL092W,YJR070C
YLR147C,YBL026W
YOR047C,YDR345C
YDL029W,YBR217W
YHR114W,YDR069C
YOR329C,YMR047C
YML074C,YER133W
YDL185W,YAR019C
YOL151W,YLR196W
YNL015W,YHL002W
YGR120C,YGL061C
YBR198C,YAL034C
YMR221C,YFL062W
